7710-socsci-329h-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:c9:d5,socsci,US,10.140.171.54,5
7710-socsci-somewhere-1,AIR-CAP3502I-A-K9,c4:64:13:38:c1:52,socsci,US,10.140.171.47,5
7710-socsci-somewhere-2,AIR-CAP3502I-A-K9,c4:64:13:38:bc:3e,socsci,US,10.140.171.88,10
7711-craven-d-308-w,AIR-AP1810W-B-K9,00:42:5a:b0:12:78,craven,US,10.140.234.168,2
7711-craven-d-309-w,AIR-AP1810W-B-K9,00:42:5a:b0:31:b0,craven,US,10.140.234.170,1
7712-houseg-107-h-w,AIR-CAP3502E-A-K9,64:9e:f3:90:4a:93,crowell,US,10.140.19.183,26
7713-houseo-101-office-w,AIR-AP1810W-B-K9,00:a2:89:1a:55:70,kilgo,US,10.140.17.154,0
7713-housep-201-w,AIR-AP1810W-B-K9,00:eb:d5:10:0f:a8,default,location,US,10.140.232.16
7714-westuion-b4c0,AIR-CAP3702I-A-K9,00:fe:c8:2d:b4:c0,westunion,US,10.140.31.99,1
7714-westunion-0014-tc-rm,AIR-CAP3502E-A-K9,c4:64:13:00:27:07,westunion,US,10.140.31.84,0
7714-westunion-018,AIR-CAP3702I-A-K9,00:fe:c8:30:91:34,westunion,US,10.140.31.104,3
7714-westunion-021a,AIR-CAP3702I-A-K9,00:fe:c8:42:87:48,westunion,US,10.140.31.22,3
7714-westunion-062-kitchen-c,AIR-CAP3702I-A-K9,00:fe:c8:07:aa:70,westunion,US,10.140.31.31,3
7714-westunion-070-1-c,AIR-CAP3702I-A-K9,cc:46:d6:3c:2d:0c,westunion,US,10.140.31.67,0
7714-westunion-070-2-c,AIR-CAP3702I-A-K9,00:fe:c8:42:88:b0,westunion,US,10.140.31.121,0
7714-westunion-070-3-c,AIR-CAP3702I-A-K9,00:fe:c8:42:88:08,westunion,US,10.140.31.120,1
7714-westunion-0b14,AIR-CAP3702I-A-K9,cc:46:d6:b4:0b:14,westunion,US,10.140.31.43,7
7714-westunion-0c2c,AIR-CAP3702I-A-K9,cc:46:d6:b4:0c:2c,westunion,US,10.140.31.101,12
7714-westunion-144-13-c,AIR-CAP3702I-A-K9,00:fe:c8:0d:a2:20,westunion,US,10.140.31.58,10
7714-westunion-144-14-c,AIR-CAP3702I-A-K9,00:fe:c8:30:91:64,westunion,US,10.140.31.110,6
7714-westunion-144-1-c,AIR-CAP3702I-A-K9,00:fe:c8:0d:a2:a8,westunion,US,10.140.31.116,8
7714-westunion-144-2-c,AIR-CAP3702I-A-K9,00:fe:c8:2c:68:64,westunion,US,10.140.31.69,7
7714-westunion-144-3-c,AIR-CAP3702I-A-K9,00:fe:c8:30:90:f4,westunion,US,10.140.31.42,4
7714-westunion-144-4-c,AIR-CAP3702I-A-K9,b8:38:61:c7:98:f8,wallace,wade,US,10.140.31.73
7714-westunion-144-5-c,AIR-CAP3702I-A-K9,00:fe:c8:30:92:44,westunion,US,10.140.31.117,2
7714-westunion-2c78,AIR-CAP3702I-A-K9,cc:46:d6:3c:2c:78,westunion,US,10.140.31.40,4
7714-westunion-2ca8,AIR-CAP3702I-A-K9,cc:46:d6:3c:2c:a8,westunion,US,10.140.31.89,1
7714-westunion-2cb0,AIR-CAP3702I-A-K9,cc:46:d6:3c:2c:b0,westunion,US,10.140.31.23,4
7714-westunion-2cd0,AIR-CAP3702I-A-K9,cc:46:d6:3c:2c:d0,westunion,US,10.140.31.82,0
7714-westunion-2d14,AIR-CAP3702I-A-K9,cc:46:d6:3c:2d:14,westunion,US,10.140.31.102,2
7714-westunion-303-w,AIR-CAP3702I-A-K9,00:fe:c8:2c:68:18,westunion,US,10.140.31.123,2
7714-westunion-3ndfl-dinning-rm,AIR-CAP3702I-A-K9,00:fe:c8:42:88:bc,westunion,US,10.140.31.122,0
7714-westunion-3ndfl-din-rm-2,AIR-CAP3702I-A-K9,00:fe:c8:0d:a3:38,westunion,US,10.140.31.74,2
7714-westunion-3ndfl-mezz,AIR-CAP3702I-A-K9,cc:46:d6:3c:2c:94,westunion,US,10.140.31.62,2
7714-westunion-6868,AIR-CAP3702I-A-K9,00:fe:c8:2c:68:68,westunion,US,10.140.31.106,1
7714-westunion-87c4,AIR-CAP3702I-A-K9,00:fe:c8:42:87:c4,westunion,US,10.140.31.91,0
7714-westunion-8898,AIR-CAP3702I-A-K9,00:fe:c8:42:88:98,westunion,US,10.140.31.80,1
7714-westunion-88dc,AIR-CAP3702I-A-K9,00:fe:c8:42:88:dc,westunion,US,10.140.31.113,1
7714-westunion-88f0,AIR-CAP3702I-A-K9,00:fe:c8:42:88:f0,westunion,US,10.140.31.81,2
7714-westunion-8a98,AIR-CAP3702I-A-K9,00:fe:c8:30:8a:98,westunion,US,10.140.31.46,6
7714-westunion-8fd0,AIR-CAP3702I-A-K9,00:fe:c8:30:8f:d0,westunion,US,10.140.31.83,4
7714-westunion-91bc,AIR-CAP3702I-A-K9,00:fe:c8:30:91:bc,westunion,US,10.140.31.88,0
7714-westunion-91cc,AIR-CAP3702I-A-K9,00:fe:c8:30:91:cc,westunion,US,10.140.31.24,7
7714-westunion-9914,AIR-CAP3702I-A-K9,00:fe:c8:0d:99:14,westunion,US,10.140.31.38,3
7714-westunion-a2f8,AIR-CAP3702I-A-K9,00:fe:c8:0d:a2:f8,westunion,US,10.140.31.37,3
7714-westunion-a378,AIR-CAP3702I-A-K9,00:fe:c8:0d:a3:78,westunion,US,10.140.31.86,3
7714-westunion-a998,AIR-CAP3702I-A-K9,00:fe:c8:07:a9:98,westunion,US,10.140.31.105,6
7714-westunion-aa58,AIR-CAP3702I-A-K9,00:fe:c8:07:aa:58,westunion,US,10.140.31.92,1
7714-westunion-aa6c,AIR-CAP3702I-A-K9,00:fe:c8:07:aa:6c,westunion,US,10.140.31.90,2
7714-westunion-aa84,AIR-CAP3702I-A-K9,00:fe:c8:07:aa:84,westunion,US,10.140.31.85,1
7714-westunion-aab8,AIR-CAP3702I-A-K9,00:fe:c8:07:aa:b8,westunion,US,10.140.31.49,2
7714-westunion-aac8,AIR-CAP3702I-A-K9,00:fe:c8:07:aa:c8,westunion,US,10.140.31.96,2
7714-westunion-aad4,AIR-CAP3702I-A-K9,00:fe:c8:07:aa:d4,westunion,US,10.140.31.118,1
7714-westunion-b408,AIR-CAP3702I-A-K9,00:fe:c8:2d:b4:08,westunion,US,10.140.31.41,1
7714-westunion-b51c,AIR-CAP3702I-A-K9,00:fe:c8:2d:b5:1c,westunion,US,10.140.31.98,0
7714-westunion-b534,AIR-CAP3702I-A-K9,00:fe:c8:2d:b5:34,westunion,US,10.140.31.55,5
7714-westunion-b560,AIR-CAP3702I-A-K9,00:fe:c8:2d:b5:60,westunion,US,10.140.31.50,0
7714-westunion-ca7c,AIR-CAP3702I-A-K9,00:fe:c8:28:ca:7c,westunion,US,10.140.31.100,3
7714-westunion-cab0,AIR-CAP3702I-A-K9,00:fe:c8:28:ca:b0,westunion,US,10.140.31.95,0
7714-westunion-cab8,AIR-CAP3702I-A-K9,00:fe:c8:28:ca:b8,westunion,US,10.140.31.70,5
7714-westunion-cae0,AIR-CAP3702I-A-K9,00:fe:c8:28:ca:e0,westunion,US,10.140.31.94,0
7714-westunion-caf4,AIR-CAP3702I-A-K9,00:fe:c8:28:ca:f4,westunion,US,10.140.31.97,0
7714-westunion-dining-E-10-c,AIR-CAP3702I-A-K9,a8:9d:21:df:f8:f4,default,US,10.140.31.33,5
7714-westunion-dining-E-11-c,AIR-CAP3702I-A-K9,cc:46:d6:3c:2c:ac,westunion,US,10.140.31.109,7
7714-westunion-dining-E-6-c,AIR-CAP3702I-A-K9,00:fe:c8:30:91:b8,westunion,US,10.140.31.56,1
7714-westunion-dining-E-7-c,AIR-CAP3702I-A-K9,cc:46:d6:3c:2c:cc,westunion,US,10.140.31.112,1
7714-westunion-dining-E-8-c,AIR-CAP3702I-A-K9,00:fe:c8:28:ca:98,westunion,US,10.140.31.111,3
7714-westunion-dining-E-9-c,AIR-CAP3702I-A-K9,00:fe:c8:30:91:58,westunion,US,10.140.31.61,3
7714-westunion-dining-NE-12-c,AIR-CAP3702I-A-K9,00:fe:c8:42:87:f0,westunion,US,10.140.31.60,6
7714-westunion-f564,AIR-CAP3702I-A-K9,00:fe:c8:06:f5:64,westunion,US,10.140.31.30,2
7714-westunion-plaza-1,AIR-AP1562I-B-K9,2c:33:11:0e:7f:9c,default,location,US,10.140.31.18
7714-westunion-plaza-2,AIR-AP1562I-B-K9,00:62:ec:80:c2:00,west,union,plaza,US
7714-westunion-plaza-3,AIR-AP1562I-B-K9,2c:33:11:0e:7f:9a,default,location,US,10.140.31.45
7714-westunion-plaza-4,AIR-AP1562I-B-K9,00:62:ec:4a:98:06,west,union,plaza,US
7714-westunion-plaza-5,AIR-AP1562I-B-K9,2c:33:11:0e:7f:26,default,location,US,10.140.31.78
7714-westunion-plaza-6,AIR-AP1562I-B-K9,2c:33:11:0e:7f:00,default,location,US,10.140.31.108
7714-westunion-plaza-7,AIR-AP1562I-B-K9,2c:33:11:0e:7f:06,default,location,US,10.140.31.57
7714-westunion-plaza-8,AIR-AP1562D-B-K9,2c:33:11:0e:2a:b6,west,union,plaza,US
7715-flowers-001-c,AIR-CAP3602I-A-K9,4c:4e:35:0d:50:02,Flowers,US,10.140.25.58,0
7715-flowers-002-c,AIR-CAP3702I-A-K9,00:42:68:62:93:78,Flowers,US,10.140.25.44,0
7715-flowers-03-c,AIR-CAP3702I-A-K9,00:42:68:5f:2e:2c,Flowers,US,10.140.25.51,0
7715-flowers-101-c,AIR-CAP3602I-A-K9,b0:fa:eb:88:7f:43,Flowers,US,10.140.25.48,7
7715-flowers-201-c,AIR-AP2802I-B-K9,00:d7:8f:9a:4c:0a,flowers,bldg,US,10.140.25.45
7715-flowers-214k-c,AIR-CAP3602I-A-K9,58:97:bd:5f:6b:3b,flowers,US,10.140.25.50,16
7715-flowers-217-w,AIR-CAP3702E-A-K9,00:c1:64:c3:bc:28,Flowers,US,10.140.25.52,6
7715-flowers-304-w,AIR-CAP3502E-A-K9,28:94:0f:c9:0a:fe,Flowers,Bldg,US,10.140.25.43
7715-flowers-308-w,AIR-CAP3502E-A-K9,28:94:0f:c9:0a:5a,Flowers,US,10.140.25.47,8
7715-page-booth-w,AIR-CAP3602E-A-K9,7c:ad:74:fb:db:00,default,location,US,10.140.25.55
7715-page-dressing-rm-c,AIR-CAP3502I-A-K9,c4:64:13:38:d0:75,Page,US,10.140.25.53,1
7715-page-stage-w,AIR-CAP3502E-A-K9,2c:54:2d:9d:f6:ff,default,location,US,10.140.25.56
7717-cardgym-017-w,AIR-CAP3602E-A-K9,7c:ad:74:85:07:97,Card,Gym,US,10.140.10.97
7717-cardgym-104-2-c,AIR-AP3802I-B-K9,00:42:68:c5:be:c8,Card,Gym,US,10.140.181.143
7717-cardgym-fencing-202-w,AIR-CAP3502E-A-K9,64:9e:f3:0e:9d:f1,Card,Gym,US,10.140.113.91
7717-cardgym-fencing-gym-w,AIR-CAP3502E-A-K9,c4:64:13:00:26:9d,Card,Gym,US,10.140.10.88
7717-cardgym-mens-fencing-006-w,AIR-CAP3502E-A-K9,64:9e:f3:89:30:bf,Card,Gym,US,10.140.181.176
7717-cardgym-mens-track-022-w,AIR-CAP3502E-A-K9,64:9e:f3:8e:fa:7c,Card,Gym,US,10.140.181.180
7717-cardgym-mens-wrest-008-w,AIR-CAP3502E-A-K9,28:94:0f:05:b7:04,Card,Gym,US,10.140.181.76
7717-cardgym-wms-fencing-023-w,AIR-CAP3502E-A-K9,28:94:0f:39:25:d3,Card,Gym,US,10.140.181.156
7717-cardgym-wms-track-022-w,AIR-CAP3502E-A-K9,28:94:0f:c9:0b:2f,Card,Gym,US,10.140.181.77
7722-614chapel-105-w,AIR-CAP3702E-A-K9,00:c8:8b:c4:32:d0,614,chapel,drive,US
7722-614chapel-111-w,AIR-CAP3602E-A-K9,7c:ad:74:28:59:9d,614,chapel,drive,US
7722-614chapel-117-w,AIR-CAP3602E-A-K9,7c:ad:74:84:fe:f3,ciemas,US,10.140.19.22,5
7722-614chapel-204-w,AIR-CAP3602E-A-K9,7c:ad:74:28:50:bb,614,chapel,drive,US
7722-614chapel-206-w,AIR-CAP3702E-A-K9,00:c1:64:a6:99:78,614,chapel,drive,US
7722-614chapel-221-w,AIR-CAP3602E-A-K9,7c:ad:74:50:23:ac,614,chapel,drive,US
7722-614chapel-attic-tc,AIR-CAP3702I-A-K9,00:42:68:8d:aa:b4,Alumni,House,US,10.140.19.25
7724-2122-campusdr-1stfl-w,AIR-CAP3702E-A-K9,00:c8:8b:f6:59:20,default,location,US,10.140.52.59
7725-sandford-004-c,AIR-CAP3702I-A-K9,a8:9d:21:e2:5b:20,default,location,US,10.140.8.102
7725-sanford-013a-c,AIR-CAP3702I-A-K9,00:42:68:87:cb:90,default,US,10.140.8.115,0
7725-sanford-015-h-c,AIR-CAP3702I-A-K9,80:e0:1d:6a:6a:c0,Sanford,US,10.140.8.74,2
7725-sanford-019-h-c,AIR-CAP3702I-A-K9,d8:b1:90:e4:19:6c,Sanford,US,10.140.8.216,2
7725-sanford-021-h-c,AIR-CAP3702I-A-K9,00:42:68:a1:12:e0,Sanford,US,10.140.8.122,2
7725-sanford-03a,AIR-CAP3702I-A-K9,00:42:68:87:c9:10,Sanford,US,10.140.8.245,0
7725-sanford-05-desk,AIR-CAP3702I-A-K9,00:42:68:8d:a9:90,Sanford,US,10.140.8.68,0
7725-sanford-07-h-c,AIR-CAP3702I-A-K9,00:42:68:a1:16:e8,Sanford,US,10.140.8.119,2
7725-sanford-08-h-c,AIR-CAP3702I-A-K9,00:42:68:4e:29:44,Sanford,US,10.140.8.225,0
7725-sanford-102-c,AIR-CAP3702I-A-K9,00:42:68:af:63:18,Sanford,US,10.140.8.121,0
7725-sanford-110-h-c,AIR-CAP3702I-A-K9,00:42:68:a9:ba:04,Sanford,US,10.140.8.212,2
7725-sanford-116-h-c,AIR-CAP3702I-A-K9,00:42:68:87:c9:9c,Sanford,US,10.140.8.109,3
7725-sanford-121-h-c,AIR-CAP3702I-A-K9,00:42:68:a1:12:30,Sanford,US,10.140.8.79,9
7725-sanford-126-h-c,AIR-CAP3702I-A-K9,00:42:68:95:bd:74,Sanford,US,10.140.8.94,5
7725-sanford-136-h-c,AIR-CAP3702I-A-K9,00:42:68:a1:14:78,Sanford,US,10.140.8.93,0
7725-sanford-142a-w-temp,AIR-CAP3702I-A-K9,cc:46:d6:18:92:30,sanford,US,10.140.8.111,0
7725-sanford-142-h-c,AIR-CAP3702I-A-K9,00:42:68:af:65:94,Sanford,US,10.140.8.219,4
7725-sanford-149-h-c,AIR-CAP3702I-A-K9,00:42:68:8d:ac:0c,Sanford,US,10.140.8.91,1
7725-sanford-150-c,AIR-CAP3702I-A-K9,00:42:68:87:ca:50,Sanford,US,10.140.8.85,0
7725-sanford-201-w,AIR-CAP3502E-A-K9,2c:54:2d:8e:e4:2d,Sanford,US,10.140.8.70,2
7725-sanford-202-h-c,AIR-CAP3702I-A-K9,00:42:68:af:62:14,Sanford,US,10.140.8.228,2
7725-sanford-208-h-c,AIR-CAP3702I-A-K9,00:42:68:83:61:ac,Sanford,US,10.140.8.248,3
7725-sanford-214-h-c,AIR-CAP3702I-A-K9,00:42:68:a1:12:54,default,location,US,10.140.8.214
7725-sanford-221-h-c,AIR-CAP3702I-A-K9,00:42:68:af:63:ac,Sanford,US,10.140.8.69,1
7725-sanford-223c-h-c,AIR-CAP3702I-A-K9,00:42:68:8d:ac:38,Sanford,US,10.140.8.92,10
7725-sanford-223-h-c,AIR-CAP3702I-A-K9,00:42:68:af:62:d8,Sanford,US,10.140.8.101,16
7725-sanford-227-h-c,AIR-CAP3702I-A-K9,00:42:68:95:bd:60,Sanford,US,10.140.8.249,1
7725-sanford-234-h-c,AIR-CAP3702I-A-K9,00:42:68:af:64:24,Sanford,US,10.140.8.215,1
7725-sanford-240-h-c,AIR-CAP3702I-A-K9,00:42:68:83:61:38,Sanford,US,10.140.8.73,0
7725-sanford-255-h-c,AIR-CAP3702I-A-K9,00:42:68:95:bf:64,default,location,US,10.140.8.229
7725-sanford-257-h-c,AIR-CAP3702I-A-K9,00:42:68:95:bd:48,Sanford,US,10.140.8.65,0
7726-2101campusdr-102-w,AIR-CAP3702E-A-K9,00:c1:64:b4:10:e8,2101,Campus,Dr,US
7732-biddle-082-h-w,AIR-CAP3502E-A-K9,64:9e:f3:0e:b8:a4,Biddle,US,10.140.11.112,2
7733-CAE-002-h-c,AIR-CAP3702I-A-K9,00:42:68:a9:ba:88,CAE,US,10.140.181.241,1
7733-CAE-109-c,AIR-CAP3702I-A-K9,00:42:68:95:bb:04,cae-ag,US,10.140.10.96,8
7733-CAE-210-c,AIR-CAP3702I-A-K9,00:42:68:a9:ba:c0,CAE,US,10.140.181.240,18
7733-CAE-219-gameday,AIR-CAP3502E-A-K9,28:94:0f:01:07:6a,CAE,US,10.140.181.141,1
7733-CAE-238-h-c,AIR-CAP3702I-A-K9,00:42:68:a9:ba:08,CAE,US,10.140.181.183,7
7733-CAE-scharf-1-c,AIR-CAP3702I-A-K9,00:42:68:af:62:8c,default,location,US,10.140.181.163
7733-CAE-scharf-2-c,AIR-CAP3702I-A-K9,00:42:68:af:64:60,default,location,US,10.140.181.94
7733-CAE-scharf-3-c,AIR-CAP3702I-A-K9,00:42:68:8d:a7:dc,default,location,US,10.140.181.162
7733-CAE-tic-north-roof,AIR-CAP3702P-A-K9,f4:4e:05:13:24:f0,default,location,US,10.140.181.164
7735-ciemas-1313a-h-c,AIR-CAP3702I-A-K9,00:42:68:83:6f:1c,ciemas,US,10.140.16.174,26
7735-ciemas-1345b-h-c,AIR-CAP3502I-A-K9,c4:64:13:11:31:fe,ciemas,US,10.140.16.206,25
7735-ciemas-1361-l-w,AIR-CAP3602E-A-K9,7c:ad:74:fb:da:62,ciemas,US,10.140.16.117,11
7735-ciemas-1398-h-c,AIR-CAP3502I-A-K9,28:94:0f:c9:21:77,ciemas,US,10.140.16.164,20
7735-ciemas-1425-wall,AIR-CAP702W-A-K9,04:6c:9d:aa:08:00,ciemas,US,10.140.16.149,5
7735-ciemas-1464-desk11,AIR-CAP3702I-A-K9,a8:9d:21:c8:98:fc,ciemas,US,10.140.16.100,0
7735-ciemas-1464-desk14,AIR-CAP3702I-A-K9,a8:9d:21:e1:08:ac,ciemas,US,10.140.16.39,0
7735-ciemas-1464-desk1,AIR-CAP3702I-A-K9,a8:9d:21:c8:9b:d4,ciemas,US,10.140.16.119,0
7735-ciemas-1464-desk4,AIR-CAP3702I-A-K9,f0:7f:06:a3:8d:d0,ciemas,US,10.140.16.83,0
7735-ciemas-1464-desk7,AIR-CAP3702I-A-K9,a8:9d:21:e2:5a:2c,ciemas,US,10.140.16.111,0
7735-ciemas-1464-desk8,AIR-CAP3702I-A-K9,a8:9d:21:df:07:c8,ciemas,US,10.140.16.72,0
7735-ciemas-1466-desk11,AIR-CAP3702I-A-K9,a8:9d:21:df:fa:b8,ciemas,US,10.140.16.135,0
7735-ciemas-1466-desk1,AIR-CAP3702I-A-K9,a8:9d:21:6f:b7:44,ciemas,US,10.140.16.54,0
7735-ciemas-1466-desk4,AIR-CAP3702I-A-K9,a8:9d:21:c8:9a:18,ciemas,US,10.140.16.118,0
7735-ciemas-1466-desk7,AIR-CAP3702I-A-K9,a8:9d:21:c8:98:20,ciemas,US,10.140.16.68,1
7735-ciemas-1466-desk8,AIR-CAP3702I-A-K9,a8:9d:21:e2:5d:74,ciemas,US,10.140.16.153,0
7735-ciemas-2404a-c,AIR-CAP3502I-A-K9,c4:64:13:38:c7:52,ciemas,US,10.140.16.184,0
7735-ciemas-3219-h-c,AIR-CAP3502I-A-K9,28:94:0f:c9:21:43,ciemas,US,10.140.16.162,20
7735-ciemas-3225a-w,AIR-CAP3502E-A-K9,2c:54:2d:13:21:bc,ciemas,US,10.140.16.142,5
7735-ciemas-3353-h-c,AIR-CAP3702I-A-K9,00:42:68:87:ca:48,ciemas,US,10.140.16.145,25
7735-ciemas-3377-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:9d:94,ciemas,US,10.140.16.33,3
7735-ciemas-3457-h-c,AIR-CAP3502I-A-K9,c4:64:13:2b:fd:ec,ciemas,US,10.140.16.192,4
7735-ciemas-3467-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:bb:ed,ciemas,US,10.140.16.194,3
7735-ciemas-3527-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:8f:c0,ciemas,US,10.140.16.155,8
7735-ciemas-atrium1-2ndfl-w,AIR-CAP3502E-A-K9,28:94:0f:c1:1f:93,ciemas,US,10.140.16.166,3
7735-ciemas-atrium2-2ndfl-w,AIR-CAP3502E-A-K9,c4:64:13:00:27:13,ciemas,US,10.140.16.170,1
7735-ciemas-atrium-2ndfl-desk,AIR-CAP3502I-A-K9,c4:64:13:c3:07:59,ciemas,US,10.140.16.181,0
7735-ciemas-atrium-3ndfl-w,AIR-CAP3502E-A-K9,70:81:05:b1:06:96,ciemas,US,10.140.16.168,7
7735-ciemas-b008b-w,AIR-CAP3502E-A-K9,2c:54:2d:0d:ce:ad,ciemas,US,10.140.16.202,0
7735-ciemas-b209-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:e2:26,ciemas,US,10.140.16.205,1
7735-ciemas-b225-h-c,AIR-CAP3502I-A-K9,c4:64:13:c3:07:8b,ciemas,US,10.140.16.204,3
7735-ciemas-b255-h-c,AIR-CAP3502I-A-K9,c4:64:13:c3:0e:2f,ciemas,US,10.140.16.160,1
7735-ciemas-b407-h-c,AIR-CAP3502I-A-K9,c4:64:13:c3:0b:6e,ciemas,US,10.140.16.159,0
7735-ciemas-b509-h-w,AIR-CAP3602E-A-K9,7c:ad:74:84:ff:3f,ciemas,US,10.140.16.139,2
7735-ciemas-b606-w,AIR-CAP3602E-A-K9,7c:ad:74:50:24:5c,ciemas,US,10.140.16.137,2
7735-ciemas-e1130a-h-c,AIR-CAP3502I-A-K9,c4:64:13:00:41:17,ciemas,US,10.140.16.208,16
7735-ciemas-e1143-h-c,AIR-CAP3502I-A-K9,c4:64:13:00:44:79,ciemas,US,10.140.16.165,30
7735-ciemas-e1153-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:c0:b8,ciemas,US,10.140.16.209,24
7735-ciemas-e1185a-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:bc:2c,ciemas,US,10.140.16.210,16
7735-ciemas-e1205-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:c1:cf,ciemas,US,10.140.16.167,26
7735-ciemas-e1379-h-new,AIR-CAP3602I-A-K9,7c:ad:74:84:eb:e8,ciemas,US,10.140.16.146,22
7735-ciemas-e1387-h-c,AIR-CAP3502I-A-K9,c4:64:13:00:44:82,ciemas,US,10.140.16.163,7
7735-ciemas-e3120-c,AIR-CAP3502I-A-K9,28:94:0f:c9:1f:f6,ciemas,US,10.140.16.190,21
7735-ciemas-e3325a-h-c,AIR-CAP3502I-A-K9,28:94:0f:d6:c9:75,ciemas,US,10.140.16.161,26
7735-ciemas-e3387-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:c7:d7,ciemas,US,10.140.16.189,12
7735-ciemas-e3399-h-c,AIR-CAP3502I-A-K9,c4:64:13:76:56:42,ciemas,US,10.140.16.152,11
7735-ciemas-penthouse-w,AIR-CAP3502E-A-K9,2c:54:2d:a4:2a:0f,ciemas,US,10.140.16.37,1
7735-ciemas-tweenies-ub,AIR-CAP3502E-A-K9,64:9e:f3:8e:ee:bf,ciemas-ag,US,10.140.16.138,40
7735-ciemas-w1405a-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:9b:33,ciemas,US,10.140.16.179,11
7735-ciemas-w1416-w,AIR-CAP3502E-A-K9,2c:54:2d:8e:db:2a,ciemas,US,10.140.16.182,0
7735-ciemas-w2417-h-c,AIR-CAP3502I-A-K9,c4:64:13:c3:0e:25,ciemas,US,10.140.16.199,8
7735-ciemas-w2433-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:e3:3a,ciemas,US,10.140.16.198,36
7735-ciemas-w2465-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:c0:e4,ciemas,US,10.140.16.200,5
7735-ciemas-w2475-h-c,AIR-CAP3702I-A-K9,a8:9d:21:df:fa:20,ciemas,US,10.140.16.61,14
7735-ciemas-w2513-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:e1:4c,ciemas,US,10.140.16.49,10
7735-ciemas-w2527-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:e2:66,ciemas,US,10.140.16.158,21
7735-ciemas-w2569-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:e3:fb,ciemas,US,10.140.16.201,11
7735-ciemas-w2594telcom-w,AIR-CAP3502E-A-K9,2c:54:2d:8e:e5:94,ciemas,US,10.140.16.185,4
7735-ciemas-w3404a-w,AIR-CAP3502E-A-K9,2c:54:2d:0d:e1:29,ciemas,US,10.140.16.187,0
7735-ciemas-w3415-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:c8:e2,ciemas,US,10.140.16.193,16
7735-ciemas-w3429-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:c8:4a,ciemas,US,10.140.16.191,8
7735-ciemas-w3477-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:c2:34,ciemas,US,10.140.16.52,11
7735-ciemas-w3513-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:c2:15,ciemas,US,10.140.16.156,10
7735-ciemas-w3547a-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:bc:57,ciemas,US,10.140.16.154,17
7735-ciemas-w3573-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:c1:e8,ciemas,US,10.140.16.196,12
7735-ciemas-w3587a-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:8c:56,ciemas,US,10.140.16.195,3
7735-ciemas-w3594telcom,AIR-CAP3502E-A-K9,2c:54:2d:9d:f9:4f,ciemas,US,10.140.16.186,4
7738-frecnsci-4208-c,AIR-CAP3702I-A-K9,80:e0:1d:2f:a4:34,French,Science,US,10.140.32.217
7738-frenchsci-1107-h-c,AIR-CAP3502I-A-K9,c4:64:13:cb:77:1e,French,Science,US,10.140.32.81
7738-frenchsci-1111-c,AIR-CAP3502I-A-K9,28:94:0f:26:21:6b,French,Science,US,10.140.32.179
7738-frenchsci-1112-c,AIR-CAP3502I-A-K9,28:94:0f:26:1e:e9,French,Science,US,10.140.32.80
7738-frenchsci-1117-c,AIR-CAP3502I-A-K9,28:94:0f:39:0b:2e,French,Science,US,10.140.32.184
7738-frenchsci-1203-c,AIR-CAP3502I-A-K9,28:94:0f:39:0a:a4,French,Science,US,10.140.32.158
7738-frenchsci-1207-hallway-h-c,AIR-CAP3502I-A-K9,c4:64:13:38:c2:06,French,Sci,US,10.140.32.72
7738-frenchsci-1213-c,AIR-CAP3502I-A-K9,c4:64:13:38:c7:29,French,Science,US,10.140.32.132
7738-frenchsci-1226-h-c,AIR-CAP3502I-A-K9,c4:64:13:76:57:45,French,Science,US,10.140.32.79
7738-frenchsci-1235-h-c,AIR-CAP3502I-A-K9,c4:64:13:2c:01:de,French,Science,US,10.140.32.75
7738-frenchsci-1249-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:9d:fb,French,Science,US,10.140.32.240
7738-frenchsci-1254-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:9e:79,French,Science,US,10.140.32.148
7738-frenchsci-1260-h-c,AIR-CAP3502I-A-K9,c4:64:13:2b:fa:75,French,Science,US,10.140.32.78
7738-frenchsci-1266-h-c,AIR-CAP3502I-A-K9,c4:64:13:5b:9d:5c,French,Science,US,10.140.32.77
