542,160
808,426
519,120
519,120
651,86
804,47
800,103
930,93
229,393
160,401
74,401
76,361
531,397
351,391
296,393
550,221
611,185
747,193
747,288
755,365
649,365
646,309
942,173
965,386
867,328
812,227
875,212
1112,305
135,479
252,498
252,558
252,617
137,621
493,609
510,661
338,588
340,560
338,500
756,491
579,596
617,531
561,491
1053,491
938,516
877,504
894,447
1122,430
135,701
334,781
