ap,rawX,rawY,transX,transY
ref1,512,197,200,-100
ref2,776,463,300,-200
,475,123,,
,544,125,,
,547,54,,
,889,52,,
,894,119,,
,957,125,,
,964,265,,
,1038,267,,
,1047,505,,
,901,498,,
,894,542,,
,864,547,,
,866,660,,
,621,670,,
,617,838,,
,545,838,,
,542,797,,
,58,799,,
,58,401,,
,12,399,,
,12,331,,
,473,327,,
